age,job_type,marital_status,education,has_credit_in_default,housing_loan,personal_loan,communication_type,last_contact_month,last_contact_day_of_week,last_contact_duration_secs,previous_campaign_outcome,previous_campaign_num_contacts,current_campaign_num_contacts,current_campaign_subscribed
45,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,432,nonexistent,0,2,no
37,services,married,high.school,no,yes,yes,cellular,nov,wed,584,nonexistent,0,2,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,140,nonexistent,0,3,no
36,management,divorced,high.school,no,no,yes,cellular,nov,wed,709,nonexistent,0,2,yes
44,services,married,high.school,no,no,no,cellular,nov,wed,635,failure,1,3,no
48,housemaid,single,high.school,unknown,yes,no,cellular,nov,wed,449,nonexistent,0,2,no
55,management,married,university.degree,no,no,no,cellular,nov,wed,108,failure,1,4,no
40,admin.,single,high.school,no,no,no,cellular,nov,wed,53,nonexistent,0,2,no
34,management,married,university.degree,no,unknown,unknown,cellular,nov,wed,151,nonexistent,0,2,no
56,management,divorced,university.degree,no,no,no,cellular,nov,wed,287,nonexistent,0,3,no
56,management,married,university.degree,no,no,no,cellular,nov,wed,266,nonexistent,0,2,no
41,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,105,failure,1,2,no
36,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,225,nonexistent,0,2,no
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,wed,154,nonexistent,0,2,no
40,blue-collar,married,basic.6y,no,unknown,unknown,cellular,nov,wed,172,nonexistent,0,3,no
50,management,married,basic.6y,no,no,no,cellular,nov,wed,221,nonexistent,0,5,no
43,admin.,married,university.degree,no,yes,no,cellular,nov,wed,209,nonexistent,0,2,no
36,management,married,high.school,no,no,no,cellular,nov,wed,356,nonexistent,0,2,no
49,admin.,single,basic.9y,no,yes,yes,cellular,nov,wed,259,nonexistent,0,2,no
33,technician,married,university.degree,no,no,no,telephone,nov,wed,91,nonexistent,0,2,no
38,services,married,high.school,no,yes,yes,cellular,nov,wed,729,nonexistent,0,3,no
32,services,divorced,high.school,no,no,no,cellular,nov,wed,744,nonexistent,0,2,no
39,services,divorced,high.school,no,yes,no,cellular,nov,wed,222,failure,1,3,no
29,admin.,married,university.degree,no,no,no,cellular,nov,wed,406,nonexistent,0,3,no
33,services,married,high.school,no,yes,no,cellular,nov,wed,307,nonexistent,0,3,no
48,housemaid,married,basic.6y,no,yes,no,cellular,nov,wed,1337,failure,1,4,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,nov,wed,178,nonexistent,0,2,no
53,entrepreneur,married,unknown,no,no,no,cellular,nov,wed,304,nonexistent,0,2,no
32,admin.,single,university.degree,no,no,no,cellular,nov,wed,1307,failure,1,3,no
50,admin.,married,high.school,no,no,no,cellular,nov,wed,93,failure,1,3,no
49,technician,divorced,basic.9y,no,no,no,cellular,nov,wed,225,nonexistent,0,5,no
35,technician,single,high.school,no,no,no,cellular,nov,wed,515,nonexistent,0,5,no
44,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,312,nonexistent,0,3,no
40,technician,divorced,high.school,no,yes,yes,cellular,nov,wed,243,failure,1,2,no
39,admin.,married,university.degree,no,no,no,cellular,nov,wed,117,nonexistent,0,2,no
46,admin.,single,high.school,no,yes,no,telephone,nov,wed,207,failure,1,2,no
44,entrepreneur,married,university.degree,no,no,yes,cellular,nov,wed,67,failure,1,2,no
33,services,married,high.school,no,no,no,cellular,nov,wed,581,nonexistent,0,2,no
44,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,676,nonexistent,0,2,no
54,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,wed,300,failure,1,5,no
37,management,married,university.degree,no,no,yes,cellular,nov,wed,611,nonexistent,0,2,no
32,services,single,university.degree,no,yes,no,telephone,nov,wed,52,nonexistent,0,2,no
48,management,married,high.school,unknown,no,no,cellular,nov,wed,275,nonexistent,0,3,no
32,blue-collar,married,basic.6y,no,no,yes,cellular,nov,wed,188,nonexistent,0,2,no
56,management,married,university.degree,no,yes,no,cellular,nov,wed,130,nonexistent,0,2,no
36,technician,married,high.school,no,yes,no,telephone,nov,wed,46,nonexistent,0,2,no
31,technician,single,university.degree,no,yes,no,cellular,nov,wed,143,nonexistent,0,3,no
39,blue-collar,married,basic.6y,no,yes,yes,telephone,nov,wed,214,success,1,2,no
52,entrepreneur,married,university.degree,unknown,yes,yes,telephone,nov,wed,248,nonexistent,0,3,no
36,technician,married,professional.course,no,yes,no,telephone,nov,wed,159,nonexistent,0,7,no
37,management,married,university.degree,no,no,yes,cellular,nov,wed,307,nonexistent,0,2,no
36,services,married,university.degree,no,yes,no,cellular,nov,wed,37,nonexistent,0,2,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,193,nonexistent,0,5,no
30,unemployed,single,unknown,no,yes,no,cellular,nov,wed,1271,nonexistent,0,2,yes
30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,167,nonexistent,0,2,no
47,housemaid,divorced,basic.4y,unknown,yes,yes,telephone,nov,wed,475,nonexistent,0,2,no
36,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,590,nonexistent,0,2,no
32,technician,married,professional.course,no,yes,yes,telephone,nov,wed,196,failure,1,3,no
34,management,married,high.school,no,yes,no,cellular,nov,wed,228,nonexistent,0,3,no
45,admin.,divorced,basic.9y,no,yes,no,cellular,nov,wed,575,nonexistent,0,9,no
40,entrepreneur,married,basic.4y,no,yes,yes,cellular,nov,wed,322,nonexistent,0,3,no
31,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,wed,546,nonexistent,0,3,no
29,admin.,divorced,professional.course,no,no,yes,cellular,nov,wed,1435,failure,1,3,no
50,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,332,nonexistent,0,4,no
33,management,married,university.degree,no,yes,no,cellular,nov,wed,214,nonexistent,0,2,no
41,management,married,university.degree,no,yes,yes,cellular,nov,wed,501,nonexistent,0,4,no
55,technician,married,high.school,unknown,yes,no,cellular,nov,wed,285,nonexistent,0,2,no
36,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,wed,320,nonexistent,0,3,no
31,entrepreneur,married,university.degree,no,no,no,telephone,nov,wed,723,nonexistent,0,2,no
51,entrepreneur,divorced,university.degree,no,yes,no,telephone,nov,wed,89,nonexistent,0,3,no
31,technician,single,university.degree,unknown,no,no,cellular,nov,wed,193,nonexistent,0,3,no
43,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,284,nonexistent,0,5,no
38,technician,married,professional.course,unknown,no,no,cellular,nov,wed,135,nonexistent,0,4,no
39,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,214,nonexistent,0,3,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,wed,162,nonexistent,0,2,no
48,services,married,high.school,unknown,no,no,cellular,nov,wed,303,nonexistent,0,3,no
46,blue-collar,married,basic.9y,unknown,yes,yes,cellular,nov,wed,575,nonexistent,0,6,no
40,blue-collar,single,basic.9y,no,unknown,unknown,cellular,nov,wed,245,nonexistent,0,4,no
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,64,nonexistent,0,7,no
29,services,single,high.school,no,yes,no,cellular,nov,wed,146,failure,1,3,no
36,blue-collar,married,basic.6y,no,no,yes,cellular,nov,wed,281,nonexistent,0,2,no
29,technician,single,professional.course,no,yes,yes,cellular,nov,wed,182,nonexistent,0,2,no
53,admin.,married,high.school,no,no,no,cellular,nov,wed,291,nonexistent,0,2,no
54,management,married,basic.6y,no,yes,no,cellular,nov,wed,616,failure,1,3,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,186,nonexistent,0,5,no
53,unemployed,married,basic.9y,no,yes,no,cellular,nov,wed,248,nonexistent,0,2,no
33,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,wed,380,nonexistent,0,2,no
29,services,married,basic.6y,no,no,no,cellular,nov,wed,314,failure,1,2,no
30,unemployed,single,professional.course,no,no,no,cellular,nov,wed,206,nonexistent,0,3,no
38,entrepreneur,married,professional.course,no,yes,no,telephone,nov,wed,519,nonexistent,0,2,no
30,blue-collar,married,basic.4y,no,no,no,cellular,nov,wed,209,nonexistent,0,3,no
50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,185,failure,1,2,no
38,blue-collar,single,basic.4y,no,no,no,cellular,nov,wed,335,nonexistent,0,2,no
30,services,married,high.school,no,no,no,cellular,nov,wed,131,failure,1,3,no
36,admin.,single,university.degree,no,yes,no,cellular,nov,wed,71,nonexistent,0,4,no
52,technician,married,basic.9y,no,yes,yes,cellular,nov,wed,323,nonexistent,0,2,no
53,self-employed,married,university.degree,unknown,yes,no,cellular,nov,wed,70,nonexistent,0,4,no
38,technician,married,professional.course,no,no,no,cellular,nov,wed,62,failure,1,3,no
31,admin.,married,university.degree,no,no,no,cellular,nov,wed,596,nonexistent,0,2,no
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,517,failure,1,2,no
33,admin.,single,high.school,no,yes,no,cellular,nov,wed,208,nonexistent,0,2,no
38,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,145,nonexistent,0,3,no
48,management,married,university.degree,unknown,no,no,cellular,nov,wed,52,nonexistent,0,3,no
38,technician,married,professional.course,no,yes,yes,cellular,nov,wed,11,nonexistent,0,3,no
53,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,wed,206,nonexistent,0,5,no
34,technician,married,professional.course,no,yes,no,cellular,nov,wed,107,nonexistent,0,2,no
33,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,54,nonexistent,0,7,no
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,107,nonexistent,0,2,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,102,nonexistent,0,2,no
34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,success,1,2,no
37,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,844,nonexistent,0,2,no
35,housemaid,single,basic.4y,unknown,yes,no,cellular,nov,wed,66,success,1,2,no
45,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,wed,278,nonexistent,0,7,no
32,admin.,single,university.degree,no,no,no,cellular,nov,wed,1311,nonexistent,0,2,no
38,admin.,single,university.degree,no,yes,no,cellular,nov,wed,255,nonexistent,0,6,no
30,services,married,high.school,no,yes,no,cellular,nov,wed,599,failure,1,4,no
38,services,married,unknown,no,yes,no,cellular,nov,wed,339,nonexistent,0,3,no
31,entrepreneur,married,basic.9y,no,no,no,cellular,nov,wed,558,nonexistent,0,3,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,800,nonexistent,0,6,no
29,blue-collar,married,high.school,no,no,no,cellular,nov,wed,854,nonexistent,0,2,no
53,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,wed,635,nonexistent,0,6,no
29,blue-collar,married,high.school,no,yes,no,telephone,nov,thu,72,nonexistent,0,3,no
49,technician,married,university.degree,no,yes,no,telephone,nov,thu,14,nonexistent,0,7,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,274,nonexistent,0,2,no
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,291,nonexistent,0,2,no
36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,thu,82,nonexistent,0,3,no
47,self-employed,single,professional.course,no,yes,no,cellular,nov,thu,97,nonexistent,0,2,no
34,management,married,university.degree,no,yes,no,cellular,nov,thu,130,nonexistent,0,6,no
33,management,single,university.degree,no,yes,no,telephone,nov,thu,88,failure,1,2,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,nov,thu,132,nonexistent,0,3,no
33,admin.,single,university.degree,no,no,no,telephone,nov,thu,36,nonexistent,0,3,no
41,technician,married,basic.9y,no,yes,no,cellular,nov,thu,348,nonexistent,0,3,no
39,services,married,professional.course,no,no,no,cellular,nov,thu,161,nonexistent,0,7,no
45,technician,divorced,professional.course,no,no,no,cellular,nov,thu,77,nonexistent,0,2,no
29,unemployed,married,basic.4y,unknown,no,no,cellular,nov,thu,143,nonexistent,0,6,no
49,admin.,divorced,professional.course,no,no,no,cellular,nov,thu,80,failure,1,5,no
35,technician,married,professional.course,no,no,no,cellular,nov,thu,366,nonexistent,0,6,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,298,success,1,2,no
53,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,64,nonexistent,0,2,no
33,technician,married,professional.course,no,yes,no,cellular,nov,thu,51,nonexistent,0,7,no
42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,75,success,1,2,no
53,housemaid,married,unknown,no,yes,no,cellular,nov,thu,65,nonexistent,0,2,no
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,69,nonexistent,0,2,no
31,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,37,nonexistent,0,2,no
37,management,married,unknown,no,yes,no,cellular,nov,thu,632,nonexistent,0,2,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,48,nonexistent,0,2,no
31,services,married,basic.9y,no,yes,no,cellular,nov,thu,57,nonexistent,0,2,no
48,services,single,unknown,no,yes,no,cellular,nov,thu,164,nonexistent,0,2,no
44,admin.,single,professional.course,no,no,no,cellular,nov,thu,48,nonexistent,0,3,no
34,technician,married,professional.course,no,yes,yes,cellular,nov,thu,42,nonexistent,0,7,no
37,management,married,unknown,no,no,no,cellular,nov,thu,171,failure,1,2,no
31,unemployed,married,high.school,no,yes,yes,cellular,nov,thu,91,nonexistent,0,2,no
30,technician,single,university.degree,no,no,no,cellular,nov,thu,78,nonexistent,0,2,no
37,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,518,nonexistent,0,2,no
43,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,nov,thu,73,nonexistent,0,3,no
31,admin.,married,university.degree,no,no,no,telephone,nov,thu,105,nonexistent,0,6,no
30,blue-collar,married,basic.6y,no,no,no,cellular,nov,thu,340,nonexistent,0,2,no
36,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,379,nonexistent,0,2,no
47,technician,married,professional.course,no,no,no,telephone,nov,thu,114,nonexistent,0,2,no
37,services,divorced,basic.6y,no,no,no,cellular,nov,thu,667,nonexistent,0,2,no
51,unemployed,divorced,university.degree,no,no,no,cellular,nov,thu,286,failure,1,6,no
42,self-employed,married,high.school,unknown,yes,no,cellular,nov,thu,77,nonexistent,0,3,no
29,admin.,unknown,professional.course,no,yes,no,cellular,nov,thu,125,failure,1,1,no
52,management,married,university.degree,no,no,no,telephone,nov,thu,21,nonexistent,0,1,no
52,management,married,university.degree,no,yes,no,cellular,nov,thu,104,nonexistent,0,1,no
53,management,married,university.degree,no,yes,no,cellular,nov,thu,186,nonexistent,0,1,no
53,management,married,university.degree,no,no,no,cellular,nov,thu,136,nonexistent,0,1,no
37,unemployed,single,university.degree,no,yes,no,cellular,nov,thu,145,nonexistent,0,1,no
29,technician,married,professional.course,no,no,no,cellular,nov,thu,179,failure,1,1,no
46,management,married,university.degree,no,yes,no,cellular,nov,thu,466,nonexistent,0,1,no
45,blue-collar,married,basic.6y,no,no,no,cellular,nov,thu,834,nonexistent,0,3,no
52,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,thu,26,failure,1,5,no
32,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,459,nonexistent,0,1,no
46,unemployed,married,basic.6y,no,yes,no,cellular,nov,thu,113,nonexistent,0,4,no
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,997,nonexistent,0,2,no
44,technician,single,university.degree,no,no,no,cellular,nov,thu,284,nonexistent,0,1,no
36,admin.,married,university.degree,no,no,no,telephone,nov,thu,281,nonexistent,0,2,no
40,services,single,basic.6y,no,no,no,cellular,nov,thu,107,nonexistent,0,1,no
55,admin.,married,basic.9y,no,no,no,cellular,nov,thu,209,nonexistent,0,3,no
58,retired,married,high.school,no,yes,no,cellular,nov,thu,125,nonexistent,0,1,no
38,management,divorced,high.school,no,yes,no,cellular,nov,thu,149,nonexistent,0,3,no
40,services,single,basic.6y,no,no,no,cellular,nov,thu,308,nonexistent,0,1,no
44,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,191,nonexistent,0,1,no
40,services,single,basic.6y,no,no,no,cellular,nov,thu,373,nonexistent,0,1,no
33,services,single,high.school,no,yes,no,cellular,nov,thu,100,nonexistent,0,1,no
42,technician,married,high.school,no,no,yes,telephone,nov,thu,66,nonexistent,0,1,no
56,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,thu,392,success,1,2,no
58,retired,married,high.school,no,no,no,cellular,nov,thu,477,nonexistent,0,1,yes
33,admin.,single,university.degree,no,no,no,cellular,nov,thu,291,nonexistent,0,1,no
32,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,276,failure,1,1,yes
47,technician,married,professional.course,no,no,no,cellular,nov,thu,93,nonexistent,0,3,no
56,housemaid,married,basic.9y,no,no,no,cellular,nov,thu,86,nonexistent,0,1,no
37,entrepreneur,married,high.school,unknown,no,no,cellular,nov,thu,68,failure,1,1,no
58,management,married,unknown,no,no,no,cellular,nov,thu,142,failure,1,2,no
31,services,married,high.school,no,no,yes,cellular,nov,thu,49,nonexistent,0,1,no
30,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,251,nonexistent,0,1,no
35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,137,nonexistent,0,1,no
32,admin.,single,high.school,no,yes,no,cellular,nov,thu,120,nonexistent,0,1,no
44,admin.,single,professional.course,no,yes,no,telephone,nov,thu,25,nonexistent,0,8,no
31,services,married,high.school,no,yes,no,cellular,nov,thu,220,nonexistent,0,1,no
36,technician,single,basic.9y,no,no,no,cellular,nov,thu,174,nonexistent,0,1,no
35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,370,failure,1,1,no
34,technician,married,high.school,no,yes,yes,cellular,nov,thu,116,nonexistent,0,1,no
40,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nov,thu,74,nonexistent,0,1,no
55,entrepreneur,divorced,university.degree,no,yes,yes,cellular,nov,thu,68,nonexistent,0,1,no
34,management,single,university.degree,no,yes,yes,cellular,nov,thu,125,nonexistent,0,2,no
45,admin.,married,unknown,no,yes,yes,cellular,nov,thu,254,nonexistent,0,2,no
46,admin.,married,university.degree,no,no,no,cellular,nov,thu,358,failure,1,1,no
29,student,single,high.school,no,yes,no,cellular,nov,thu,670,nonexistent,0,1,yes
